ticket_id,subject,priority,status,created_date,created_at
TKT-1306,Email Not Syncing,Medium,Resolved,2025-04-22,2025-04-22 16:15:30
TKT-1307,Laptop Screen Flickering,Medium,Resolved,2025-03-08,2025-03-08 23:24:42
TKT-1308,Wi-Fi Access Issue,Medium,Closed,2025-06-08,2025-06-08 09:19:39
TKT-1309,Mouse/Keyboard Malfunction,High,In Progress,2025-11-01,2025-11-01 09:59:30
TKT-1310,Mouse/Keyboard Malfunction,High,Pending User Action,2025-02-09,2025-02-09 21:54:39
TKT-1311,Blue Screen Error,Medium,Pending User Action,2025-06-12,2025-06-12 18:35:29
TKT-1312,Monitor Display Issue,Low,Pending User Action,2025-12-11,2025-12-11 08:22:59
TKT-1313,Access to Shared Drive Denied,Medium,Resolved,2025-03-12,2025-03-12 16:09:54
TKT-1314,Email Not Syncing,High,Pending User Action,2025-06-20,2025-06-20 01:36:58
TKT-1315,Mouse/Keyboard Malfunction,Low,Resolved,2025-08-29,2025-08-29 21:31:13
TKT-1316,Access to Shared Drive Denied,Low,Resolved,2025-06-08,2025-06-08 12:33:11
TKT-1317,Software Installation Request,Low,In Progress,2025-12-08,2025-12-08 02:02:18
TKT-1318,VPN Connection Failed,Medium,Resolved,2025-02-08,2025-02-08 00:41:30
TKT-1319,Mouse/Keyboard Malfunction,Medium,Closed,2025-01-03,2025-01-03 15:46:37
TKT-1320,Wi-Fi Access Issue,Medium,Pending User Action,2025-05-23,2025-05-23 07:07:07
TKT-1321,Monitor Display Issue,High,Open,2025-12-06,2025-12-06 06:13:16
TKT-1322,Blue Screen Error,Low,Open,2025-04-20,2025-04-20 14:43:30
TKT-1323,Monitor Display Issue,High,In Progress,2025-04-30,2025-04-30 07:11:57
TKT-1324,Access to Shared Drive Denied,Critical,Pending User Action,2025-06-17,2025-06-17 16:22:24
TKT-1325,VPN Connection Failed,Low,Closed,2025-04-04,2025-04-04 15:45:15
TKT-1326,Access to Shared Drive Denied,Medium,Open,2025-07-09,2025-07-09 16:01:03
TKT-1327,Printer Jammed,High,Pending User Action,2025-07-19,2025-07-19 21:36:40
TKT-1328,VPN Connection Failed,Medium,In Progress,2025-10-21,2025-10-21 11:21:31
TKT-1329,Wi-Fi Access Issue,High,Open,2025-07-18,2025-07-18 09:39:16
TKT-1330,Printer Jammed,High,In Progress,2025-08-08,2025-08-08 17:25:44
TKT-1331,Monitor Display Issue,Low,Closed,2025-04-27,2025-04-27 04:28:59
TKT-1332,Email Not Syncing,Critical,Open,2025-01-22,2025-01-22 07:37:02
TKT-1333,Monitor Display Issue,High,Open,2025-01-25,2025-01-25 20:53:45
TKT-1334,Printer Jammed,Critical,Pending User Action,2025-05-24,2025-05-24 16:08:03
TKT-1335,Monitor Display Issue,High,In Progress,2025-11-27,2025-11-27 17:49:01
TKT-1336,Access to Shared Drive Denied,Medium,Open,2025-02-13,2025-02-13 05:41:31
TKT-1337,Access to Shared Drive Denied,Medium,Pending User Action,2025-10-25,2025-10-25 04:07:23
TKT-1338,Monitor Display Issue,Medium,Open,2025-09-20,2025-09-20 12:05:11
TKT-1339,System Slow Performance,Low,Resolved,2025-01-01,2025-01-01 06:49:31
TKT-1340,Laptop Screen Flickering,High,Open,2025-03-04,2025-03-04 06:50:58
TKT-1341,VPN Connection Failed,Medium,Resolved,2025-08-20,2025-08-20 01:46:51
TKT-1342,Laptop Screen Flickering,Critical,Open,2025-11-30,2025-11-30 23:51:50
TKT-1343,Monitor Display Issue,Medium,Closed,2025-01-03,2025-01-03 00:34:17
TKT-1344,Software Installation Request,Low,Closed,2025-04-09,2025-04-09 08:30:59
TKT-1345,Software Installation Request,Medium,Resolved,2025-08-28,2025-08-28 21:22:38
TKT-1346,Printer Jammed,High,In Progress,2025-07-10,2025-07-10 06:12:35
TKT-1347,Blue Screen Error,High,Pending User Action,2025-03-27,2025-03-27 23:02:17
TKT-1348,System Slow Performance,Critical,Resolved,2025-02-07,2025-02-07 07:58:16
TKT-1349,Password Reset Request,High,Resolved,2025-02-17,2025-02-17 01:24:59
TKT-1350,Password Reset Request,Critical,In Progress,2025-04-22,2025-04-22 17:53:42
TKT-1351,Printer Jammed,Medium,Closed,2025-01-04,2025-01-04 07:50:40
TKT-1352,Email Not Syncing,Low,Open,2025-05-04,2025-05-04 00:16:55
TKT-1353,Monitor Display Issue,Critical,Pending User Action,2025-04-03,2025-04-03 04:36:49
TKT-1354,Blue Screen Error,High,Closed,2025-10-30,2025-10-30 22:57:52
TKT-1355,Password Reset Request,High,Resolved,2024-12-16,2024-12-16 20:08:11
TKT-1356,Software Installation Request,High,Open,2025-09-07,2025-09-07 02:36:07
TKT-1357,Email Not Syncing,Low,Pending User Action,2025-07-22,2025-07-22 07:44:12
TKT-1358,Blue Screen Error,High,Closed,2025-12-09,2025-12-09 18:42:41
TKT-1359,VPN Connection Failed,Medium,Open,2025-10-24,2025-10-24 20:43:57
TKT-1360,Email Not Syncing,Medium,Closed,2025-08-20,2025-08-20 09:32:33
TKT-1361,System Slow Performance,Critical,Resolved,2025-05-15,2025-05-15 05:25:34
TKT-1362,Laptop Screen Flickering,Critical,In Progress,2025-08-06,2025-08-06 11:04:21
TKT-1363,Software Installation Request,Medium,Pending User Action,2025-02-10,2025-02-10 23:20:45
TKT-1364,Email Not Syncing,Medium,Open,2025-06-13,2025-06-13 14:44:14
TKT-1365,Software Installation Request,Critical,Closed,2025-03-16,2025-03-16 16:27:08
TKT-1366,Mouse/Keyboard Malfunction,Low,Resolved,2025-04-11,2025-04-11 21:38:04
TKT-1367,Password Reset Request,High,Resolved,2025-09-05,2025-09-05 20:42:09
TKT-1368,VPN Connection Failed,Low,In Progress,2025-06-10,2025-06-10 17:20:07
TKT-1369,Blue Screen Error,Medium,In Progress,2025-02-24,2025-02-24 00:15:41
TKT-1370,Software Installation Request,Low,Closed,2025-02-06,2025-02-06 20:17:07
TKT-1371,Mouse/Keyboard Malfunction,High,Resolved,2025-05-04,2025-05-04 02:21:39
TKT-1372,Printer Jammed,Medium,Pending User Action,2025-10-31,2025-10-31 05:59:14
TKT-1373,Email Not Syncing,Critical,Open,2024-12-21,2024-12-21 17:29:50
TKT-1374,Laptop Screen Flickering,Low,Resolved,2025-02-11,2025-02-11 17:43:32
TKT-1375,Monitor Display Issue,Medium,Open,2025-02-04,2025-02-04 15:29:42
TKT-1376,Software Installation Request,Low,In Progress,2025-06-05,2025-06-05 04:39:05
TKT-1377,Mouse/Keyboard Malfunction,Medium,In Progress,2025-05-11,2025-05-11 07:49:30
TKT-1378,Wi-Fi Access Issue,High,Closed,2025-04-26,2025-04-26 23:57:06
TKT-1379,Blue Screen Error,High,Pending User Action,2024-12-23,2024-12-23 19:55:28
TKT-1380,System Slow Performance,High,Pending User Action,2025-05-02,2025-05-02 07:52:58
TKT-1381,Software Installation Request,Medium,In Progress,2025-01-02,2025-01-02 17:38:11
TKT-1382,Software Installation Request,High,Resolved,2025-01-23,2025-01-23 15:14:33
TKT-1383,Blue Screen Error,Medium,Resolved,2025-02-26,2025-02-26 07:11:08
TKT-1384,Email Not Syncing,Low,Open,2025-11-07,2025-11-07 00:50:07
TKT-1385,Laptop Screen Flickering,Critical,Resolved,2025-02-01,2025-02-01 04:23:57
TKT-1386,Laptop Screen Flickering,Medium,In Progress,2025-03-09,2025-03-09 14:49:58
TKT-1387,Printer Jammed,Critical,In Progress,2025-09-29,2025-09-29 06:10:42
TKT-1388,VPN Connection Failed,High,Closed,2025-06-30,2025-06-30 03:03:38
TKT-1389,Software Installation Request,Medium,Closed,2025-08-29,2025-08-29 04:52:03
TKT-1390,Email Not Syncing,Medium,Pending User Action,2025-05-17,2025-05-17 12:17:12
TKT-1391,Mouse/Keyboard Malfunction,Medium,In Progress,2025-06-14,2025-06-14 23:06:34
TKT-1392,Monitor Display Issue,High,In Progress,2025-11-23,2025-11-23 00:51:58
TKT-1393,Email Not Syncing,Low,Open,2025-10-11,2025-10-11 11:37:09
TKT-1394,VPN Connection Failed,Low,Closed,2025-03-03,2025-03-03 17:27:28
TKT-1395,System Slow Performance,High,Pending User Action,2025-06-30,2025-06-30 00:12:14
TKT-1396,System Slow Performance,High,Closed,2024-12-17,2024-12-17 23:47:46
TKT-1397,Laptop Screen Flickering,Critical,Open,2025-09-06,2025-09-06 22:37:59
TKT-1398,Printer Jammed,High,Open,2025-09-10,2025-09-10 20:56:12
TKT-1399,Monitor Display Issue,Critical,Pending User Action,2024-12-21,2024-12-21 03:02:33
TKT-1400,VPN Connection Failed,High,Open,2025-11-03,2025-11-03 13:45:46
TKT-1401,Mouse/Keyboard Malfunction,Medium,Pending User Action,2025-08-05,2025-08-05 20:42:13
TKT-1402,Blue Screen Error,Low,Resolved,2025-07-03,2025-07-03 20:12:12
TKT-1403,Access to Shared Drive Denied,High,Closed,2025-10-30,2025-10-30 09:59:23
TKT-1404,Printer Jammed,Critical,Resolved,2025-08-09,2025-08-09 06:33:37
TKT-1405,System Slow Performance,High,Pending User Action,2025-11-27,2025-11-27 10:49:39
TKT-1406,Blue Screen Error,Low,Open,2025-04-13,2025-04-13 03:47:30
TKT-1407,Printer Jammed,Medium,Pending User Action,2025-12-09,2025-12-09 16:38:39
TKT-1408,Printer Jammed,Low,Closed,2025-07-23,2025-07-23 13:13:49
TKT-1409,Password Reset Request,Low,Closed,2025-04-23,2025-04-23 08:21:39
TKT-1410,Laptop Screen Flickering,Medium,Pending User Action,2025-01-22,2025-01-22 02:23:48
TKT-1411,Access to Shared Drive Denied,Medium,In Progress,2025-09-04,2025-09-04 14:41:21
TKT-1412,Monitor Display Issue,Critical,Open,2025-04-20,2025-04-20 01:21:18
TKT-1413,Printer Jammed,High,Resolved,2025-11-29,2025-11-29 21:49:25
TKT-1414,Password Reset Request,Low,Pending User Action,2025-03-29,2025-03-29 20:56:26
TKT-1415,Blue Screen Error,High,Closed,2025-08-11,2025-08-11 04:23:35
TKT-1416,Access to Shared Drive Denied,Low,Resolved,2025-02-18,2025-02-18 00:16:26
TKT-1417,Monitor Display Issue,Critical,Closed,2025-10-14,2025-10-14 17:41:02
TKT-1418,Blue Screen Error,Low,Closed,2025-06-10,2025-06-10 04:30:49
TKT-1419,Blue Screen Error,Medium,Pending User Action,2025-09-22,2025-09-22 17:11:07
TKT-1420,Printer Jammed,Critical,Open,2025-05-24,2025-05-24 00:04:37
TKT-1421,Mouse/Keyboard Malfunction,High,Resolved,2025-01-01,2025-01-01 12:47:14
TKT-1422,System Slow Performance,Critical,In Progress,2024-12-30,2024-12-30 09:54:51
TKT-1423,Email Not Syncing,Medium,Pending User Action,2025-01-12,2025-01-12 13:57:54
TKT-1424,Printer Jammed,Critical,Pending User Action,2025-09-15,2025-09-15 21:06:21
TKT-1425,Access to Shared Drive Denied,Medium,Pending User Action,2025-12-02,2025-12-02 17:49:43
TKT-1426,Mouse/Keyboard Malfunction,High,Pending User Action,2025-08-03,2025-08-03 20:12:33
TKT-1427,VPN Connection Failed,Critical,Pending User Action,2025-04-20,2025-04-20 14:15:48
TKT-1428,Wi-Fi Access Issue,Medium,Resolved,2024-12-24,2024-12-24 15:44:05
TKT-1429,Mouse/Keyboard Malfunction,Low,In Progress,2025-05-14,2025-05-14 15:32:31
TKT-1430,Software Installation Request,Low,Closed,2025-07-17,2025-07-17 02:50:18
TKT-1431,VPN Connection Failed,High,Resolved,2025-06-05,2025-06-05 18:14:22
TKT-1432,Email Not Syncing,High,Open,2025-09-24,2025-09-24 07:39:10
TKT-1433,System Slow Performance,Low,Pending User Action,2024-12-20,2024-12-20 08:36:39
TKT-1434,Blue Screen Error,Critical,Closed,2025-08-22,2025-08-22 07:21:13
TKT-1435,Software Installation Request,Medium,In Progress,2025-05-02,2025-05-02 18:27:01
TKT-1436,Software Installation Request,Low,Pending User Action,2025-04-13,2025-04-13 07:07:27
TKT-1437,Email Not Syncing,Critical,Pending User Action,2025-03-25,2025-03-25 13:24:14
TKT-1438,Blue Screen Error,Medium,Pending User Action,2025-02-07,2025-02-07 22:57:57
TKT-1439,Blue Screen Error,Medium,Resolved,2025-06-19,2025-06-19 21:15:45
TKT-1440,Software Installation Request,Critical,Closed,2025-07-16,2025-07-16 04:03:00
TKT-1441,Password Reset Request,High,Pending User Action,2025-03-12,2025-03-12 09:15:50
TKT-1442,Wi-Fi Access Issue,Medium,Pending User Action,2025-05-13,2025-05-13 09:22:32
TKT-1443,Blue Screen Error,Medium,Open,2025-07-05,2025-07-05 23:58:45
TKT-1444,Password Reset Request,High,Open,2025-04-04,2025-04-04 03:50:38
TKT-1445,Email Not Syncing,Low,In Progress,2025-01-25,2025-01-25 21:43:09
TKT-1446,System Slow Performance,Low,Resolved,2025-09-10,2025-09-10 01:06:16
TKT-1447,Blue Screen Error,Medium,Closed,2025-05-31,2025-05-31 19:22:59
TKT-1448,VPN Connection Failed,Low,Open,2025-07-23,2025-07-23 10:41:38
TKT-1449,Monitor Display Issue,High,Resolved,2025-05-24,2025-05-24 05:28:01
TKT-1450,Printer Jammed,High,Pending User Action,2024-12-23,2024-12-23 23:38:31
TKT-1451,Software Installation Request,Low,Closed,2025-12-13,2025-12-13 12:07:15
TKT-1452,System Slow Performance,Low,Resolved,2024-12-16,2024-12-16 20:01:12
TKT-1453,VPN Connection Failed,Medium,Closed,2025-10-14,2025-10-14 22:20:25
TKT-1454,Email Not Syncing,Medium,In Progress,2025-07-02,2025-07-02 10:38:13
TKT-1455,Monitor Display Issue,Critical,Closed,2025-10-22,2025-10-22 07:38:42
TKT-1456,System Slow Performance,High,Resolved,2025-02-10,2025-02-10 10:36:38
TKT-1457,Monitor Display Issue,Medium,Resolved,2025-08-02,2025-08-02 14:06:41
TKT-1458,Password Reset Request,High,Resolved,2025-09-23,2025-09-23 19:11:10
TKT-1459,Wi-Fi Access Issue,Low,Pending User Action,2025-09-09,2025-09-09 10:23:16
TKT-1460,Monitor Display Issue,Critical,Open,2025-03-18,2025-03-18 16:45:26
TKT-1461,Access to Shared Drive Denied,Low,Open,2025-06-05,2025-06-05 00:22:47
TKT-1462,Email Not Syncing,Low,Open,2025-06-15,2025-06-15 22:58:20
TKT-1463,Wi-Fi Access Issue,Low,Open,2025-04-24,2025-04-24 02:14:05
TKT-1464,Email Not Syncing,Critical,Resolved,2025-05-17,2025-05-17 20:22:04
TKT-1465,Email Not Syncing,High,Closed,2025-06-07,2025-06-07 16:08:35
TKT-1466,System Slow Performance,Medium,Closed,2025-08-20,2025-08-20 07:01:13
TKT-1467,Access to Shared Drive Denied,Medium,Closed,2025-11-04,2025-11-04 18:48:08
TKT-1468,Wi-Fi Access Issue,Critical,Closed,2025-10-09,2025-10-09 15:10:27
TKT-1469,Wi-Fi Access Issue,Low,Resolved,2025-03-12,2025-03-12 06:01:01
TKT-1470,Blue Screen Error,High,Open,2025-04-03,2025-04-03 21:42:57
TKT-1471,Blue Screen Error,Critical,Open,2025-05-19,2025-05-19 13:47:05
TKT-1472,Access to Shared Drive Denied,Medium,Resolved,2025-11-28,2025-11-28 02:59:16
TKT-1473,Wi-Fi Access Issue,Medium,Pending User Action,2025-11-13,2025-11-13 15:24:54
TKT-1474,Software Installation Request,Medium,Resolved,2024-12-17,2024-12-17 07:59:38
TKT-1475,Blue Screen Error,Low,Resolved,2025-05-30,2025-05-30 17:42:48
TKT-1476,Blue Screen Error,Medium,Pending User Action,2025-07-01,2025-07-01 05:21:26
TKT-1477,Laptop Screen Flickering,High,In Progress,2025-03-14,2025-03-14 13:23:17
TKT-1478,Laptop Screen Flickering,Medium,In Progress,2025-06-25,2025-06-25 09:02:04
TKT-1479,Access to Shared Drive Denied,Medium,Pending User Action,2025-08-23,2025-08-23 05:55:30
TKT-1480,Monitor Display Issue,Critical,Pending User Action,2025-07-12,2025-07-12 22:48:45
TKT-1481,Laptop Screen Flickering,Critical,Closed,2024-12-25,2024-12-25 06:43:42
TKT-1482,VPN Connection Failed,High,In Progress,2025-06-02,2025-06-02 03:18:53
TKT-1483,Laptop Screen Flickering,High,In Progress,2024-12-30,2024-12-30 06:30:43
TKT-1484,Blue Screen Error,Low,Open,2025-04-14,2025-04-14 04:10:35
TKT-1485,Printer Jammed,Medium,Pending User Action,2025-02-28,2025-02-28 14:04:00
TKT-1486,System Slow Performance,Medium,Open,2025-04-15,2025-04-15 11:17:45
TKT-1487,System Slow Performance,Medium,In Progress,2024-12-26,2024-12-26 11:46:21
TKT-1488,VPN Connection Failed,Critical,Open,2025-06-19,2025-06-19 20:38:13
TKT-1489,VPN Connection Failed,Low,Closed,2025-04-07,2025-04-07 15:55:08
TKT-1490,System Slow Performance,Low,Resolved,2025-11-10,2025-11-10 16:44:56
TKT-1491,Printer Jammed,Critical,In Progress,2025-07-28,2025-07-28 00:47:41
TKT-1492,Laptop Screen Flickering,Medium,Pending User Action,2025-11-02,2025-11-02 09:12:17
TKT-1493,Printer Jammed,Medium,Pending User Action,2025-02-19,2025-02-19 03:45:51
TKT-1494,Software Installation Request,Low,Pending User Action,2025-03-02,2025-03-02 00:09:22
TKT-1495,Password Reset Request,High,Pending User Action,2025-09-09,2025-09-09 01:00:38
TKT-1496,Access to Shared Drive Denied,Critical,Open,2025-03-04,2025-03-04 02:58:18
TKT-1497,Blue Screen Error,Low,Resolved,2025-10-15,2025-10-15 22:11:39
TKT-1498,Laptop Screen Flickering,Critical,Open,2025-03-10,2025-03-10 19:19:02
TKT-1499,Wi-Fi Access Issue,High,Open,2025-06-14,2025-06-14 14:03:54
TKT-1500,Blue Screen Error,Low,Closed,2025-06-23,2025-06-23 21:36:17
TKT-1501,VPN Connection Failed,Critical,Closed,2025-07-22,2025-07-22 09:16:01
TKT-1502,System Slow Performance,Critical,Pending User Action,2025-09-12,2025-09-12 18:29:24
TKT-1503,Monitor Display Issue,Critical,Resolved,2025-12-10,2025-12-10 20:17:30
TKT-1504,Software Installation Request,Medium,Resolved,2025-05-18,2025-05-18 03:40:31
TKT-1505,Wi-Fi Access Issue,High,Closed,2025-07-12,2025-07-12 13:17:03
TKT-1506,VPN Connection Failed,Critical,Open,2025-10-05,2025-10-05 14:26:42
TKT-1507,System Slow Performance,Low,Closed,2025-01-23,2025-01-23 22:34:28
TKT-1508,Software Installation Request,Low,Open,2025-11-06,2025-11-06 23:26:07
TKT-1509,VPN Connection Failed,Critical,Pending User Action,2024-12-27,2024-12-27 10:38:45
TKT-1510,Access to Shared Drive Denied,High,In Progress,2025-02-01,2025-02-01 07:02:49
TKT-1511,Email Not Syncing,Medium,Closed,2024-12-29,2024-12-29 17:38:27
TKT-1512,Monitor Display Issue,Medium,Pending User Action,2025-06-13,2025-06-13 19:17:46
TKT-1513,Monitor Display Issue,High,Open,2025-03-26,2025-03-26 10:32:07
TKT-1514,Monitor Display Issue,Critical,Closed,2025-09-06,2025-09-06 13:08:52
TKT-1515,Email Not Syncing,High,In Progress,2025-11-26,2025-11-26 06:42:39
TKT-1516,Mouse/Keyboard Malfunction,Low,Pending User Action,2025-05-04,2025-05-04 06:51:10
TKT-1517,VPN Connection Failed,Low,In Progress,2025-05-16,2025-05-16 20:43:52
TKT-1518,VPN Connection Failed,Critical,Open,2025-09-17,2025-09-17 13:20:34
TKT-1519,Email Not Syncing,Critical,Open,2025-01-18,2025-01-18 10:57:26
TKT-1520,Monitor Display Issue,Critical,Closed,2025-03-06,2025-03-06 08:10:52
TKT-1521,Password Reset Request,Low,In Progress,2025-11-27,2025-11-27 19:09:56
TKT-1522,Mouse/Keyboard Malfunction,Medium,In Progress,2024-12-25,2024-12-25 01:00:33
TKT-1523,Monitor Display Issue,Medium,In Progress,2025-04-29,2025-04-29 15:56:11
TKT-1524,Software Installation Request,High,Open,2025-06-30,2025-06-30 21:11:36
TKT-1525,Wi-Fi Access Issue,High,In Progress,2025-09-07,2025-09-07 14:48:19
TKT-1526,System Slow Performance,Medium,Pending User Action,2025-10-09,2025-10-09 14:17:12
TKT-1527,Printer Jammed,Critical,Pending User Action,2025-06-13,2025-06-13 03:03:11
TKT-1528,System Slow Performance,High,Resolved,2025-08-27,2025-08-27 15:21:05
TKT-1529,Software Installation Request,High,Closed,2025-02-09,2025-02-09 14:50:47
TKT-1530,Email Not Syncing,High,Closed,2025-08-19,2025-08-19 05:00:51
TKT-1531,Wi-Fi Access Issue,High,Resolved,2025-08-17,2025-08-17 08:01:16
TKT-1532,VPN Connection Failed,High,Resolved,2025-06-28,2025-06-28 16:29:53
TKT-1533,Wi-Fi Access Issue,Low,Closed,2025-10-28,2025-10-28 20:58:00
TKT-1534,Printer Jammed,Low,Open,2025-11-18,2025-11-18 23:47:00
TKT-1535,Wi-Fi Access Issue,Critical,Resolved,2024-12-16,2024-12-16 06:03:05
TKT-1536,System Slow Performance,Medium,Resolved,2025-06-21,2025-06-21 02:13:13
TKT-1537,Blue Screen Error,High,In Progress,2025-02-14,2025-02-14 19:07:36
TKT-1538,Email Not Syncing,High,Open,2025-11-01,2025-11-01 19:00:07
TKT-1539,Printer Jammed,Medium,In Progress,2025-10-11,2025-10-11 12:25:39
TKT-1540,Password Reset Request,Low,Pending User Action,2025-07-31,2025-07-31 03:42:55
TKT-1541,Software Installation Request,High,Resolved,2025-12-01,2025-12-01 06:26:37
TKT-1542,Wi-Fi Access Issue,High,Resolved,2025-11-06,2025-11-06 08:58:11
TKT-1543,Monitor Display Issue,Medium,Pending User Action,2025-06-14,2025-06-14 20:39:07
TKT-1544,Printer Jammed,Medium,In Progress,2025-09-24,2025-09-24 20:12:34
TKT-1545,Mouse/Keyboard Malfunction,Critical,Open,2025-02-23,2025-02-23 08:03:08
TKT-1546,Email Not Syncing,Low,In Progress,2025-04-07,2025-04-07 14:40:59
TKT-1547,Printer Jammed,High,Pending User Action,2025-05-30,2025-05-30 07:45:06
TKT-1548,Password Reset Request,High,Resolved,2025-10-23,2025-10-23 20:22:29
TKT-1549,Laptop Screen Flickering,High,In Progress,2025-08-30,2025-08-30 07:19:46
TKT-1550,Wi-Fi Access Issue,Critical,Resolved,2025-07-23,2025-07-23 11:34:11
TKT-1551,Mouse/Keyboard Malfunction,Medium,Resolved,2025-01-31,2025-01-31 20:54:49
TKT-1552,Access to Shared Drive Denied,Low,Pending User Action,2025-07-21,2025-07-21 04:00:19
TKT-1553,System Slow Performance,Critical,In Progress,2025-11-16,2025-11-16 22:43:39
TKT-1554,Access to Shared Drive Denied,High,Pending User Action,2025-03-29,2025-03-29 16:56:56
TKT-1555,Password Reset Request,Medium,Pending User Action,2025-08-30,2025-08-30 11:12:12
TKT-1556,Software Installation Request,High,In Progress,2025-03-28,2025-03-28 05:35:54
TKT-1557,Blue Screen Error,High,Resolved,2025-04-09,2025-04-09 02:52:33
TKT-1558,Printer Jammed,Critical,In Progress,2025-11-14,2025-11-14 16:21:31
TKT-1559,Password Reset Request,Medium,Pending User Action,2025-03-07,2025-03-07 14:10:32
TKT-1560,VPN Connection Failed,Low,In Progress,2024-12-16,2024-12-16 23:59:30
TKT-1561,Monitor Display Issue,High,Closed,2025-02-14,2025-02-14 02:09:25
TKT-1562,Laptop Screen Flickering,Medium,In Progress,2025-09-03,2025-09-03 15:38:59
TKT-1563,Software Installation Request,Critical,Pending User Action,2025-03-08,2025-03-08 05:03:52
TKT-1564,Mouse/Keyboard Malfunction,High,Closed,2025-10-20,2025-10-20 01:36:38
TKT-1565,Laptop Screen Flickering,Critical,Pending User Action,2024-12-19,2024-12-19 01:46:28
TKT-1566,Printer Jammed,High,Closed,2025-06-05,2025-06-05 08:15:32
TKT-1567,Laptop Screen Flickering,Low,In Progress,2025-06-09,2025-06-09 22:52:13
TKT-1568,Monitor Display Issue,Low,Closed,2025-08-10,2025-08-10 14:44:41
TKT-1569,Blue Screen Error,Low,Pending User Action,2025-05-23,2025-05-23 05:29:13
TKT-1570,Email Not Syncing,Low,Resolved,2025-01-12,2025-01-12 09:38:04
TKT-1571,Laptop Screen Flickering,Low,In Progress,2025-11-12,2025-11-12 02:42:49
TKT-1572,Laptop Screen Flickering,Medium,Closed,2025-11-05,2025-11-05 22:34:02
TKT-1573,Mouse/Keyboard Malfunction,High,Closed,2025-02-10,2025-02-10 16:57:02
TKT-1574,Software Installation Request,Critical,In Progress,2025-07-26,2025-07-26 13:54:55
TKT-1575,Email Not Syncing,Low,Resolved,2025-03-13,2025-03-13 15:42:26
TKT-1576,Printer Jammed,Low,Resolved,2025-04-20,2025-04-20 13:21:20
TKT-1577,Blue Screen Error,Medium,Closed,2025-10-22,2025-10-22 22:52:32
TKT-1578,Monitor Display Issue,Critical,In Progress,2025-11-07,2025-11-07 05:52:59
TKT-1579,Access to Shared Drive Denied,Critical,Resolved,2025-06-24,2025-06-24 07:31:47
TKT-1580,System Slow Performance,Low,Resolved,2025-10-10,2025-10-10 16:05:19
TKT-1581,Blue Screen Error,Critical,Closed,2025-10-25,2025-10-25 00:09:56
TKT-1582,System Slow Performance,Critical,In Progress,2025-04-26,2025-04-26 09:54:10
TKT-1583,Printer Jammed,High,Resolved,2025-11-19,2025-11-19 02:30:30
TKT-1584,Wi-Fi Access Issue,Low,Closed,2025-12-10,2025-12-10 17:47:25
TKT-1585,Password Reset Request,Critical,Pending User Action,2025-04-06,2025-04-06 07:55:23
TKT-1586,Monitor Display Issue,Medium,In Progress,2025-03-25,2025-03-25 18:29:30
TKT-1587,System Slow Performance,Low,Open,2025-04-19,2025-04-19 00:48:00
TKT-1588,Laptop Screen Flickering,Low,Open,2025-07-03,2025-07-03 03:27:01
TKT-1589,Email Not Syncing,Low,In Progress,2025-04-06,2025-04-06 09:13:28
TKT-1590,Monitor Display Issue,Medium,Closed,2025-06-04,2025-06-04 06:17:29
TKT-1591,Software Installation Request,Low,Resolved,2025-04-15,2025-04-15 14:22:23
TKT-1592,Access to Shared Drive Denied,Low,Closed,2025-02-11,2025-02-11 04:02:00
TKT-1593,Mouse/Keyboard Malfunction,Low,Resolved,2025-07-01,2025-07-01 04:06:38
TKT-1594,Monitor Display Issue,Critical,Resolved,2025-05-17,2025-05-17 21:16:42
TKT-1595,VPN Connection Failed,Critical,In Progress,2025-01-15,2025-01-15 06:41:09
TKT-1596,Email Not Syncing,Low,Closed,2025-04-11,2025-04-11 20:04:53
TKT-1597,VPN Connection Failed,High,Closed,2024-12-27,2024-12-27 16:36:51
TKT-1598,Monitor Display Issue,Critical,Open,2025-03-01,2025-03-01 05:02:31
TKT-1599,Wi-Fi Access Issue,Critical,Open,2025-08-24,2025-08-24 11:18:06
TKT-1600,VPN Connection Failed,Low,Pending User Action,2025-09-30,2025-09-30 01:29:12
TKT-1601,Mouse/Keyboard Malfunction,Medium,In Progress,2025-10-09,2025-10-09 09:21:15
TKT-1602,Wi-Fi Access Issue,High,Pending User Action,2025-06-23,2025-06-23 16:52:34
TKT-1603,VPN Connection Failed,Critical,In Progress,2025-09-22,2025-09-22 15:46:38
TKT-1604,Password Reset Request,Critical,In Progress,2025-10-26,2025-10-26 00:51:00
TKT-1605,Laptop Screen Flickering,Low,Closed,2025-09-24,2025-09-24 05:46:09
TKT-1606,Software Installation Request,High,Open,2025-02-23,2025-02-23 19:15:22
TKT-1607,Password Reset Request,Low,Closed,2025-05-07,2025-05-07 09:05:34
TKT-1608,System Slow Performance,Low,Closed,2024-12-20,2024-12-20 23:11:12
TKT-1609,System Slow Performance,Medium,Closed,2025-06-26,2025-06-26 11:36:54
TKT-1610,Laptop Screen Flickering,High,In Progress,2025-07-01,2025-07-01 04:29:15
TKT-1611,Email Not Syncing,Low,Open,2025-04-22,2025-04-22 01:57:02
TKT-1612,Monitor Display Issue,High,Open,2025-05-25,2025-05-25 06:41:20
TKT-1613,VPN Connection Failed,Critical,In Progress,2025-02-06,2025-02-06 17:51:06
TKT-1614,Laptop Screen Flickering,High,Open,2025-07-18,2025-07-18 09:03:39
